NAME_health,high_school_completion_25plus,bachelor's_degree_or_higher_25plus,unemployment_rate,broadband_internet_subscription,uninsured_population,total_civilian_noninstitutionalized_population,population_with_a_disability,total_population_disability_universe,state,county,tract,median_household_income_health,population_below_poverty,total_population_poverty_universe,owner-occupied_housing_units_health,renter-occupied_housing_units_health,median_home_value_health,median_gross_rent_health,vacant_housing_units,total_housing_units,public_transportation_to_work,total_workers_transportation_universe,total_population,median_age,children_in_married-couple_families,children_in_single-parent_families,total_children,total_population_5plus_language_universe,speak_only_english,foreign-born_population,"white_alone,_not_hispanic",black_or_african_american_alone,hispanic_or_latino,asian_alone,male_under_5_years,female_under_5_years,male_65_years_and_over,female_65_years_and_over,poverty_rate,vacancy_rate,public_transit_rate,uninsured_rate,disability_rate,single_parent_rate,foreign_born_rate,home_ownership_rate,NAME_econ,median_household_income_econ,per_capita_income,population_below_poverty_level,total_population_for_poverty_status,civilian_labor_force,unemployed,employed,bachelor's_degree,master's_degree,professional_degree,doctorate_degree,total_population_25+,median_home_value_econ,median_gross_rent_econ,owner-occupied_housing_units_econ,renter-occupied_housing_units_econ,renters_cost_burden_30_35_pct,renters_cost_burden_35_40_pct,renters_cost_burden_40_50_pct,renters_cost_burden_50plus_pct,total_renter_households_cost,owners_cost_burden_30_35_pct,owners_cost_burden_35_40_pct,owners_cost_burden_40_50_pct,owners_cost_burden_50plus_pct,total_owner_households_cost,gini_index,households_receiving_snap,total_households_snap_universe,households_with_public_assistance,total_households_assistance_universe,median_earnings_workers,not_in_labor_force,total_workers_commute,commute_60_plus_minutes,commute_90_plus_minutes,NAME_additional,renter_cost_burden_rate,owner_cost_burden_rate,housing_cost_burden_rate,snap_participation_rate,public_assistance_rate,long_commute_rate
Census Tract 2610; Baltimore city; Maryland,90.1,53.2,5.7,62.0,96.7,1806,351,1806,24,510,261000,88266,447,1806,519,330,274100,1588,386,1235,189,956,1806,34.3,140,4,316,1667,173,26,808,659,26,114,84,55,0,0,24.75,31.26,19.77,5.35,19.44,1.27,1.44,61.13,Census Tract 2610; Baltimore city; Maryland,88266.0,50131.0,447,1806,1021,58,963,290,349,64,27,1372,274100,1588,519,330,32,0,45,134,330,22,0,17,39,519,0.4575,206,849,216,849,64944.0,0,848,44,150,Census Tract 2610; Baltimore city; Maryland,63.93939393939394,15.028901734104046,34.04004711425206,24.263839811543,25.4416961130742,5.188679245283019
Census Tract 2611; Baltimore city; Maryland,97.9,81.5,0.9,86.8,98.6,2171,138,2171,24,510,261100,151771,87,2175,645,342,372000,2132,65,1052,53,1721,2175,31.5,115,0,266,1985,76,59,1793,61,108,111,47,143,19,4,4.0,6.18,3.08,4.54,6.36,0.0,2.71,65.35,Census Tract 2611; Baltimore city; Maryland,151771.0,74942.0,87,2175,1758,16,1742,819,474,41,133,1801,372000,2132,645,342,4,0,29,49,342,28,75,13,52,645,0.3408,40,987,72,987,78718.0,4,1338,68,57,Census Tract 2611; Baltimore city; Maryland,23.976608187134502,26.046511627906977,25.329280648429588,4.052684903748734,7.29483282674772,5.082212257100149
Census Tract 2701.01; Baltimore city; Maryland,94.9,60.1,5.6,83.0,94.1,1453,235,1453,24,510,270101,92237,200,1453,467,75,248900,1961,45,587,13,693,1453,41.7,124,26,250,1418,265,47,847,512,21,16,9,26,35,28,13.76,7.67,1.88,6.48,16.17,10.4,3.23,86.16,Census Tract 2701.01; Baltimore city; Maryland,92237.0,40912.0,200,1453,748,42,706,383,202,50,31,1108,248900,1961,467,75,0,0,0,22,75,52,41,9,0,467,0.3286,97,542,109,542,57569.0,0,492,36,8,Census Tract 2701.01; Baltimore city; Maryland,29.33333333333333,21.84154175588865,22.878228782287824,17.89667896678967,20.11070110701107,7.317073170731707
Census Tract 2701.02; Baltimore city; Maryland,89.5,31.8,3.8,80.9,97.9,3321,545,3321,24,510,270102,54604,702,3309,1122,242,193800,1407,183,1547,163,1665,3357,44.5,361,13,525,3259,400,56,625,2559,104,0,35,63,17,5,21.21,11.83,9.79,2.95,16.41,2.48,1.67,82.26,Census Tract 2701.02; Baltimore city; Maryland,54604.0,31452.0,702,3309,1737,66,1671,576,180,28,9,2491,193800,1407,1122,242,30,0,10,77,242,48,50,101,253,1122,0.4273,322,1364,322,1364,33090.0,9,1462,219,112,Census Tract 2701.02; Baltimore city; Maryland,48.34710743801653,40.28520499108734,41.71554252199414,23.60703812316716,23.60703812316716,14.979480164158687
Census Tract 2702; Baltimore city; Maryland,97.9,60.1,3.9,68.5,97.0,1676,169,1676,24,510,270200,102543,109,1679,608,129,266800,971,59,796,25,988,1686,45.4,203,0,238,1636,249,26,808,696,173,6,8,42,16,18,6.49,7.41,2.53,5.79,10.08,0.0,1.54,82.5,Census Tract 2702; Baltimore city; Maryland,102543.0,55297.0,109,1679,1037,40,997,395,271,33,106,1340,266800,971,608,129,9,7,6,29,129,43,4,13,42,608,0.4657,61,737,61,737,58750.0,3,877,105,64,Census Tract 2702; Baltimore city; Maryland,39.53488372093023,16.776315789473685,20.759837177747624,8.276797829036635,8.276797829036635,11.972633979475484
Census Tract 2703.01; Baltimore city; Maryland,94.2,47.4,7.4,66.5,93.9,3334,424,3334,24,510,270301,84519,347,3334,1051,166,268800,1668,41,1258,1,1412,3492,40.0,644,145,842,3396,772,63,990,2318,73,49,75,21,10,26,10.41,3.26,0.07,2.82,12.72,17.22,1.8,86.36,Census Tract 2703.01; Baltimore city; Maryland,84519.0,35519.0,347,3334,1549,115,1434,530,448,44,81,2328,268800,1668,1051,166,68,0,0,23,166,8,11,99,64,1051,0.3476,102,1217,102,1217,63006.0,0,1183,98,33,Census Tract 2703.01; Baltimore city; Maryland,54.81927710843374,17.31684110371075,22.432210353327857,8.38126540673788,8.38126540673788,8.284023668639055
Census Tract 2703.02; Baltimore city; Maryland,91.9,30.2,6.5,82.3,87.4,1741,204,1741,24,510,270302,71548,240,1752,518,200,213300,1328,71,789,81,763,1752,39.5,201,9,398,1671,332,26,717,863,49,0,39,42,25,42,13.7,9.0,10.62,5.02,11.72,2.26,1.48,72.14,Census Tract 2703.02; Baltimore city; Maryland,71548.0,36935.0,240,1752,873,57,816,203,135,14,23,1242,213300,1328,518,200,21,16,11,33,200,15,23,33,65,518,0.4241,168,718,168,718,53183.0,11,635,58,32,Census Tract 2703.02; Baltimore city; Maryland,40.5,26.25482625482625,30.22284122562674,23.3983286908078,23.3983286908078,9.133858267716535
Census Tract 2704.01; Baltimore city; Maryland,92.6,21.6,6.2,70.2,97.9,4855,434,4855,24,510,270401,78711,696,4841,1301,533,211600,1146,272,2106,248,2673,5007,40.1,342,82,737,4838,616,62,1292,3528,58,6,18,151,79,49,14.38,12.92,9.28,2.02,8.94,11.13,1.24,70.94,Census Tract 2704.01; Baltimore city; Maryland,78711.0,39322.0,696,4841,2916,181,2735,536,206,8,24,3586,211600,1146,1301,533,20,0,25,171,533,254,28,60,109,1301,0.466,311,1834,339,1834,34821.0,6,2466,204,9,Census Tract 2704.01; Baltimore city; Maryland,40.52532833020638,34.66564181398924,36.36859323882224,16.957470010905126,18.48418756815704,8.27250608272506
Census Tract 2704.02; Baltimore city; Maryland,94.9,40.9,7.6,88.1,96.8,3782,595,3782,24,510,270402,92841,267,3772,1042,163,229400,1393,174,1379,98,1657,3782,35.9,215,103,1010,3538,940,36,1353,2321,29,24,88,156,53,15,7.08,12.62,5.91,2.56,15.73,10.2,0.95,86.47,Census Tract 2704.02; Baltimore city; Maryland,92841.0,33190.0,267,3772,1828,139,1689,580,359,0,56,2432,229400,1393,1042,163,28,21,0,34,163,34,76,40,133,1042,0.4012,273,1205,282,1205,51139.0,0,1460,139,28,Census Tract 2704.02; Baltimore city; Maryland,50.920245398773,27.15930902111324,30.37344398340249,22.65560165975104,23.40248962655601,9.52054794520548
Census Tract 2705.01; Baltimore city; Maryland,91.0,30.9,0.0,77.4,95.9,4110,416,4110,24,510,270501,77204,246,4110,1365,299,208000,1650,175,1839,0,2124,4161,39.3,651,10,672,3821,553,17,1689,1680,466,116,248,92,9,65,5.99,9.52,0.0,2.33,10.12,1.49,0.41,82.03,Census Tract 2705.01; Baltimore city; Maryland,77204.0,41203.0,246,4110,2154,0,2154,460,324,71,37,2887,208000,1650,1365,299,33,0,18,115,299,45,36,12,108,1365,0.3885,319,1664,319,1664,58289.0,0,1719,142,109,Census Tract 2705.01; Baltimore city; Maryland,55.51839464882943,14.725274725274726,22.05528846153846,19.17067307692308,19.17067307692308,8.26061663757999
Census Tract 2705.02; Baltimore city; Maryland,87.5,36.2,3.7,80.1,97.2,3856,765,3856,24,510,270502,86905,321,3857,1228,386,217000,1276,174,1788,117,1961,3874,48.1,270,0,497,3647,423,97,1475,2201,146,0,102,125,140,62,8.32,9.73,5.97,2.52,19.84,0.0,2.5,76.08,Census Tract 2705.02; Baltimore city; Maryland,86905.0,44141.0,321,3857,2142,79,2063,416,544,12,117,3010,217000,1276,1228,386,55,38,0,102,386,31,54,72,98,1228,0.4065,264,1614,264,1614,55605.0,15,1696,134,154,Census Tract 2705.02; Baltimore city; Maryland,50.51813471502591,20.765472312703583,27.881040892193308,16.356877323420075,16.356877323420075,7.900943396226415
Census Tract 2706; Baltimore city; Maryland,92.0,32.6,9.2,77.9,92.6,4532,658,4532,24,510,270600,80570,299,4491,1456,330,217700,1180,187,1973,152,2414,4532,44.2,298,0,424,4345,386,156,1209,3038,47,0,96,91,11,183,6.66,9.48,6.3,2.04,14.52,0.0,3.44,81.52,Census Tract 2706; Baltimore city; Maryland,80570.0,35730.0,299,4491,2668,245,2423,498,524,71,64,3545,217700,1180,1456,330,30,0,27,78,330,33,45,25,109,1456,0.3599,279,1786,325,1786,51992.0,0,2252,147,137,Census Tract 2706; Baltimore city; Maryland,40.909090909090914,14.560439560439562,19.42889137737962,15.621500559910414,18.197088465845464,6.52753108348135
Census Tract 2707.01; Baltimore city; Maryland,83.7,25.0,0.0,54.8,95.1,2354,334,2354,24,510,270701,55671,257,2354,0,1041,-666666666,1221,124,1165,164,1455,2354,37.0,236,0,469,2122,165,346,86,2246,0,0,84,148,0,22,10.92,10.64,11.27,4.04,14.19,0.0,14.7,0.0,Census Tract 2707.01; Baltimore city; Maryland,55671.0,29567.0,257,2354,1544,0,1544,349,76,18,0,1769,-666666666,1221,0,1041,15,146,50,260,1041,0,0,0,0,0,0.4155,123,1041,123,1041,37107.0,0,1270,40,75,Census Tract 2707.01; Baltimore city; Maryland,45.24495677233429,,45.24495677233429,11.81556195965418,11.81556195965418,3.149606299212598
Census Tract 2707.02; Baltimore city; Maryland,89.5,30.8,7.1,72.1,96.6,2278,394,2278,24,510,270702,67011,147,2278,416,627,218000,1172,73,1116,5,1273,2283,41.7,178,9,345,2232,309,104,588,1492,47,6,26,25,16,38,6.45,6.54,0.39,4.24,17.3,2.61,4.56,39.88,Census Tract 2707.02; Baltimore city; Maryland,67011.0,35184.0,147,2278,1391,99,1292,270,231,0,16,1678,218000,1172,416,627,106,17,22,74,627,22,39,9,20,416,0.3409,177,1043,177,1043,46051.0,0,1196,69,23,Census Tract 2707.02; Baltimore city; Maryland,34.92822966507177,21.634615384615387,29.62607861936721,16.970278044103548,16.970278044103548,5.769230769230769
Census Tract 2707.03; Baltimore city; Maryland,94.5,47.3,2.8,73.3,95.6,3318,518,3318,24,510,270703,118454,194,3318,1011,352,229600,1100,25,1388,76,1729,3321,44.4,410,27,612,3258,623,109,1461,1745,14,0,30,33,10,10,5.85,1.8,4.4,2.88,15.61,4.41,3.28,74.17,Census Tract 2707.03; Baltimore city; Maryland,118454.0,48664.0,194,3318,1836,52,1784,648,369,45,72,2398,229600,1100,1011,352,23,0,43,52,352,126,0,0,25,1011,0.3976,155,1363,155,1363,59474.0,0,1515,87,39,Census Tract 2707.03; Baltimore city; Maryland,33.52272727272727,14.93570722057369,19.735876742479824,11.37197358767425,11.37197358767425,5.742574257425743
Census Tract 2708.01; Baltimore city; Maryland,95.8,35.2,5.4,64.6,95.7,3484,267,3484,24,510,270801,61875,246,3484,1001,308,164400,1675,258,1567,110,1713,3484,38.7,273,0,460,3456,556,87,450,2750,0,3,0,28,23,140,7.06,16.46,6.42,2.75,7.66,0.0,2.5,76.47,Census Tract 2708.01; Baltimore city; Maryland,61875.0,31643.0,246,3484,1852,100,1752,488,246,23,54,2302,164400,1675,1001,308,0,8,16,93,308,67,27,96,156,1001,0.4205,201,1309,201,1309,39688.0,0,1427,23,83,Census Tract 2708.01; Baltimore city; Maryland,37.98701298701299,34.565434565434565,35.370511841100075,15.355233002291827,15.355233002291827,1.6117729502452698
Census Tract 2708.02; Baltimore city; Maryland,88.0,21.2,6.5,70.2,96.7,5773,528,5773,24,510,270802,55929,1044,5773,1396,1071,156800,1122,41,2508,257,2624,5774,34.2,0,585,1144,4935,830,32,194,4435,642,0,234,605,96,210,18.08,1.63,9.79,1.68,9.15,51.14,0.55,56.59,Census Tract 2708.02; Baltimore city; Maryland,55929.0,28123.0,1044,5773,2878,188,2690,292,370,53,93,3809,156800,1122,1396,1071,31,81,170,167,1071,0,63,107,278,1396,0.4202,395,2467,395,2467,45831.0,0,2437,87,77,Census Tract 2708.02; Baltimore city; Maryland,41.9234360410831,32.09169054441261,36.3599513579246,16.01134981759222,16.01134981759222,3.5699630693475584
Census Tract 2708.03; Baltimore city; Maryland,89.6,24.4,8.0,72.0,98.3,5731,836,5731,24,510,270803,50529,587,5740,1223,1508,178900,1165,193,2924,107,2624,5867,41.1,805,53,1002,5538,657,148,292,5342,32,42,171,158,129,93,10.23,6.6,4.08,1.72,14.59,5.29,2.52,44.78,Census Tract 2708.03; Baltimore city; Maryland,50529.0,46029.0,587,5740,2865,228,2637,728,315,1,37,4433,178900,1165,1223,1508,119,221,94,359,1508,137,136,97,126,1223,0.5909,650,2731,680,2731,44730.0,9,2207,43,78,Census Tract 2708.03; Baltimore city; Maryland,52.58620689655172,40.55600981193786,47.19882826803369,23.80080556572684,24.899304284145003,1.9483461712732213
Census Tract 2708.04; Baltimore city; Maryland,91.9,46.0,3.1,77.8,92.4,2630,467,2630,24,510,270804,54617,435,2630,534,831,250700,1024,125,1490,206,1522,2630,41.3,207,0,371,2485,192,159,922,1173,272,164,15,130,23,57,16.54,8.39,13.53,3.51,17.76,0.0,6.05,39.12,Census Tract 2708.04; Baltimore city; Maryland,54617.0,46385.0,435,2630,1601,49,1552,479,316,87,29,1979,250700,1024,534,831,60,97,52,125,831,17,30,64,36,534,0.5024,174,1365,186,1365,51958.0,0,1118,27,208,Census Tract 2708.04; Baltimore city; Maryland,40.19253910950662,27.52808988764045,35.23809523809524,12.747252747252746,13.626373626373626,2.415026833631485
Census Tract 2708.05; Baltimore city; Maryland,83.6,22.4,3.1,78.8,97.4,5661,770,5661,24,510,270805,65571,424,5661,1418,520,151900,1199,181,2119,647,3076,5676,41.1,394,42,948,5242,612,181,399,4823,301,0,299,135,36,51,7.49,8.54,21.03,1.72,13.6,4.43,3.19,73.17,Census Tract 2708.05; Baltimore city; Maryland,65571.0,30602.0,424,5661,3207,100,3107,503,225,67,132,4134,151900,1199,1418,520,49,54,33,97,520,39,30,74,93,1418,0.3626,368,1938,431,1938,34848.0,0,2849,233,114,Census Tract 2708.05; Baltimore city; Maryland,44.80769230769231,16.643159379407617,24.20020639834881,18.988648090815275,22.23942208462332,8.178308178308178
Census Tract 2709.01; Baltimore city; Maryland,88.6,15.5,4.7,66.9,96.8,3761,664,3761,24,510,270901,59142,412,3794,854,868,166200,1338,94,1816,347,1968,3836,40.3,329,0,421,3475,311,61,185,3363,56,0,216,145,0,33,10.86,5.18,17.63,2.57,17.65,0.0,1.59,49.59,Census Tract 2709.01; Baltimore city; Maryland,59142.0,45317.0,412,3794,2131,100,2031,114,278,14,17,2723,166200,1338,854,868,125,96,33,66,868,10,46,11,145,854,0.5027,254,1722,254,1722,48125.0,33,1764,63,11,Census Tract 2709.01; Baltimore city; Maryland,36.86635944700461,24.82435597189696,30.89430894308943,14.750290360046458,14.750290360046458,3.571428571428571
Census Tract 2709.02; Baltimore city; Maryland,88.4,35.7,7.0,72.7,91.8,4171,478,4171,24,510,270902,70119,239,3190,1006,262,175000,1908,200,1468,150,1710,4174,33.3,162,172,513,3949,488,192,231,3539,38,158,112,113,22,175,7.49,13.62,8.77,2.2,11.46,33.53,4.6,79.34,Census Tract 2709.02; Baltimore city; Maryland,70119.0,29522.0,239,3190,1907,134,1773,421,362,0,43,2315,175000,1908,1006,262,0,0,20,14,262,80,68,61,114,1006,0.4403,233,1268,265,1268,30864.0,0,1561,75,56,Census Tract 2709.02; Baltimore city; Maryland,12.97709923664122,32.10735586481113,28.154574132492115,18.37539432176656,20.899053627760253,4.804612427930813
Census Tract 2709.03; Baltimore city; Maryland,98.2,44.5,12.0,60.2,96.2,4992,353,4992,24,510,270903,62250,348,2813,821,449,212700,1215,139,1409,217,2215,4992,22.1,211,0,364,4818,317,192,588,3781,241,136,124,50,10,14,12.37,9.87,9.8,1.93,7.07,0.0,3.85,64.65,Census Tract 2709.03; Baltimore city; Maryland,62250.0,29859.0,348,2813,2600,312,2288,378,390,147,39,2146,212700,1215,821,449,0,0,93,130,449,26,10,37,84,821,0.4594,190,1270,198,1270,12785.0,0,2033,174,42,Census Tract 2709.03; Baltimore city; Maryland,49.665924276169264,19.12302070645554,29.92125984251969,14.960629921259844,15.590551181102365,8.558780127889817
Census Tract 2710.01; Baltimore city; Maryland,77.9,15.4,12.1,51.8,98.0,2300,633,2300,24,510,271001,40050,714,2300,281,640,175900,1071,94,1015,154,932,2300,39.1,120,41,414,2137,352,105,45,2077,11,21,90,73,4,74,31.04,9.26,16.52,4.26,27.52,9.9,4.57,30.51,Census Tract 2710.01; Baltimore city; Maryland,40050.0,26082.0,714,2300,1087,132,955,131,94,16,0,1563,175900,1071,281,640,52,97,42,143,640,0,16,0,34,281,0.5103,424,921,452,921,36094.0,0,846,77,32,Census Tract 2710.01; Baltimore city; Maryland,52.1875,17.793594306049823,41.69381107491857,46.03691639522258,49.0770901194354,9.101654846335698
Census Tract 2710.02; Baltimore city; Maryland,82.9,17.7,20.3,71.4,96.3,3760,940,3760,24,510,271002,59625,661,3682,904,528,153500,1338,327,1759,81,1250,3761,39.9,531,12,703,3596,699,73,144,3384,233,0,73,92,0,50,17.95,18.59,6.48,2.56,25.0,1.71,1.94,63.13,Census Tract 2710.02; Baltimore city; Maryland,59625.0,23060.0,661,3682,1608,326,1282,222,185,10,29,2517,153500,1338,904,528,44,9,14,167,528,0,58,20,127,904,0.4169,552,1432,552,1432,40231.0,0,1158,150,7,Census Tract 2710.02; Baltimore city; Maryland,44.31818181818182,22.676991150442475,30.656424581005588,38.547486033519554,38.547486033519554,12.953367875647666
Census Tract 2711.01; Baltimore city; Maryland,84.4,52.5,12.9,73.0,96.1,2293,392,2293,24,510,271101,58583,419,1909,467,418,226400,924,46,931,77,922,2293,33.2,277,0,428,2110,213,68,937,818,237,223,154,29,5,35,21.95,4.94,8.35,4.19,17.1,0.0,2.97,52.77,Census Tract 2711.01; Baltimore city; Maryland,58583.0,35790.0,419,1909,1090,141,949,220,303,80,101,1342,226400,924,467,418,0,8,19,98,418,10,7,12,42,467,0.5498,161,885,181,885,35172.0,0,694,31,11,Census Tract 2711.01; Baltimore city; Maryland,29.90430622009569,15.203426124197003,22.146892655367232,18.192090395480225,20.451977401129945,4.46685878962536
Census Tract 2711.02; Baltimore city; Maryland,96.4,83.5,11.2,82.3,95.7,4859,295,4859,24,510,271102,229743,15,1309,479,18,811300,1205,54,551,100,1832,4867,20.1,272,0,272,4835,288,198,2791,1221,254,385,20,12,23,22,1.15,9.8,5.46,1.97,6.07,0.0,4.07,96.38,Census Tract 2711.02; Baltimore city; Maryland,229743.0,43304.0,15,1309,2080,232,1848,254,267,130,176,991,811300,1205,479,18,0,11,0,0,18,0,40,18,22,479,0.4922,0,497,6,497,6250.0,8,1364,30,64,Census Tract 2711.02; Baltimore city; Maryland,61.11111111111112,16.701461377870565,18.30985915492958,0.0,1.2072434607645874,2.19941348973607
Census Tract 2712; Baltimore city; Maryland,96.0,76.1,2.6,87.5,99.5,6219,388,6219,24,510,271200,206680,135,6219,1768,354,570900,1662,199,2321,207,3208,6435,41.1,1719,22,1883,5977,1340,132,4773,803,165,150,231,227,100,80,2.17,8.57,6.45,1.6,6.24,1.17,2.05,83.32,Census Tract 2712; Baltimore city; Maryland,206680.0,85153.0,135,6219,3319,86,3233,1121,1254,535,375,4316,570900,1662,1768,354,0,89,0,36,354,62,49,20,71,1768,0.4149,200,2122,233,2122,83052.0,0,2288,148,120,Census Tract 2712; Baltimore city; Maryland,35.31073446327684,11.425339366515836,15.40999057492931,9.42507068803016,10.980207351555135,6.468531468531468
Census Tract 2713; Baltimore city; Maryland,98.0,82.9,3.0,87.0,98.8,2951,152,2951,24,510,271300,163667,133,2895,719,403,636900,1808,57,1179,33,1503,2951,39.0,680,17,839,2682,540,92,1830,327,419,238,196,73,52,0,4.59,4.83,2.2,3.35,5.15,2.03,3.12,64.08,Census Tract 2713; Baltimore city; Maryland,163667.0,84834.0,133,2895,1601,48,1553,631,532,229,160,1873,636900,1808,719,403,12,0,46,114,403,49,16,27,25,719,0.4862,33,1122,33,1122,87736.0,0,1146,16,8,Census Tract 2713; Baltimore city; Maryland,42.67990074441687,16.27260083449235,25.75757575757576,2.941176470588235,2.941176470588235,1.3961605584642234
Census Tract 2714; Baltimore city; Maryland,98.1,86.6,3.0,92.5,98.8,3834,236,3834,24,510,271400,149844,204,3843,1205,307,466500,1690,62,1574,109,1930,3962,40.2,939,13,1001,3823,788,263,2774,130,506,343,95,44,91,49,5.31,3.94,5.65,2.58,6.16,1.3,6.64,79.7,Census Tract 2714; Baltimore city; Maryland,149844.0,86376.0,204,3843,2015,60,1955,795,722,260,449,2571,466500,1690,1205,307,6,27,11,77,307,31,10,28,111,1205,0.4965,10,1512,19,1512,67701.0,9,1445,78,65,Census Tract 2714; Baltimore city; Maryland,39.41368078175896,14.937759336099584,19.90740740740741,0.6613756613756614,1.2566137566137563,5.397923875432526
Census Tract 2715.01; Baltimore city; Maryland,97.2,73.3,1.6,85.6,96.9,4363,372,4363,24,510,271501,113403,362,4363,1146,631,464200,1509,168,1945,108,2190,4363,41.5,920,11,1028,4170,690,233,3016,845,241,142,83,110,18,45,8.3,8.64,4.93,2.22,8.53,1.07,5.34,64.49,Census Tract 2715.01; Baltimore city; Maryland,113403.0,70275.0,362,4363,2254,35,2219,713,858,541,182,3131,464200,1509,1146,631,44,41,0,207,631,40,22,16,32,1146,0.4859,42,1777,51,1777,81311.0,0,1702,64,54,Census Tract 2715.01; Baltimore city; Maryland,46.2757527733756,9.598603839441536,22.622397298818235,2.3635340461451886,2.8700056274620147,3.7602820211515855
Census Tract 2715.03; Baltimore city; Maryland,98.0,68.9,0.0,81.7,98.4,935,128,935,24,510,271503,71875,45,935,538,101,187000,1361,23,662,0,411,935,70.4,63,6,78,917,49,66,633,233,9,35,18,0,10,18,4.81,3.47,0.0,10.52,13.69,7.69,7.06,84.19,Census Tract 2715.03; Baltimore city; Maryland,71875.0,79498.0,45,935,417,0,417,199,266,74,38,837,187000,1361,538,101,17,20,6,9,101,29,33,9,22,538,0.4594,17,639,28,639,71364.0,0,248,4,0,Census Tract 2715.03; Baltimore city; Maryland,51.48514851485149,17.286245353159853,22.69170579029734,2.660406885758998,4.381846635367762,1.6129032258064515
Census Tract 2716; Baltimore city; Maryland,76.0,17.5,7.1,42.0,98.6,3791,1033,3791,24,510,271600,44303,1029,3791,531,836,150400,1153,442,1809,95,1345,3880,33.7,124,107,1016,3710,947,121,248,3263,21,123,112,58,8,73,27.14,24.43,7.06,2.6,27.25,10.53,3.12,38.84,Census Tract 2716; Baltimore city; Maryland,44303.0,18232.0,1029,3791,1570,112,1458,166,184,0,70,2398,150400,1153,531,836,88,0,57,236,836,0,52,77,34,531,0.4458,570,1367,570,1367,31622.0,0,1240,82,38,Census Tract 2716; Baltimore city; Maryland,45.57416267942584,30.69679849340866,39.79517190929042,41.69714703730797,41.69714703730797,6.612903225806452
Census Tract 2717; Baltimore city; Maryland,82.5,17.5,5.2,51.0,99.0,4278,1009,4278,24,510,271700,47821,905,4278,918,824,141500,1080,456,2198,219,1931,4638,42.6,502,4,977,4242,722,24,424,3962,28,46,205,191,26,97,21.15,20.75,11.34,2.31,23.59,0.41,0.52,52.7,Census Tract 2717; Baltimore city; Maryland,47821.0,31563.0,905,4278,2068,108,1960,291,141,95,36,3220,141500,1080,918,824,21,93,64,204,824,9,0,0,122,918,0.5304,587,1742,597,1742,41549.0,0,1837,27,28,Census Tract 2717; Baltimore city; Maryland,46.35922330097088,14.270152505446625,29.44890929965557,33.69690011481056,34.27095292766935,1.4697876973326074
Census Tract 2718.01; Baltimore city; Maryland,77.2,5.6,8.3,29.7,92.3,2225,687,2225,24,510,271801,20417,858,2225,464,616,95800,569,417,1497,254,724,2226,44.3,40,193,382,2036,292,64,19,2166,23,0,162,28,0,20,38.56,27.86,35.08,4.15,30.88,50.52,2.88,42.96,Census Tract 2718.01; Baltimore city; Maryland,20417.0,19307.0,858,2225,803,67,736,71,18,0,0,1581,95800,569,464,616,24,0,0,365,616,8,0,10,40,464,0.5618,434,1080,503,1080,34990.0,0,715,164,95,Census Tract 2718.01; Baltimore city; Maryland,63.14935064935064,12.5,41.388888888888886,40.18518518518518,46.57407407407408,22.937062937062937
Census Tract 2718.02; Baltimore city; Maryland,80.9,13.3,6.1,45.2,92.8,2299,560,2299,24,510,271802,45848,645,2299,376,440,114800,1285,441,1257,163,950,2299,39.8,26,0,412,2106,393,87,143,2076,11,34,184,9,7,27,28.06,35.08,17.16,4.04,24.36,0.0,3.78,46.08,Census Tract 2718.02; Baltimore city; Maryland,45848.0,30676.0,645,2299,1025,63,962,173,24,7,0,1538,114800,1285,376,440,37,46,0,160,440,5,26,0,24,376,0.5544,358,816,395,816,37155.0,0,925,15,0,Census Tract 2718.02; Baltimore city; Maryland,55.22727272727273,14.627659574468083,36.51960784313725,43.872549019607845,48.40686274509804,1.6216216216216215
Census Tract 2719; Baltimore city; Maryland,90.7,38.1,12.0,73.2,96.7,3168,436,3168,24,510,271900,62247,342,3150,995,423,235700,1069,82,1500,94,1463,3216,48.8,377,28,512,2911,290,112,841,1981,0,271,193,112,28,41,10.86,5.47,6.43,3.05,13.76,5.47,3.48,70.17,Census Tract 2719; Baltimore city; Maryland,62247.0,43412.0,342,3150,1670,201,1469,483,321,108,38,2493,235700,1069,995,423,34,0,18,149,423,71,53,82,67,995,0.4901,252,1418,270,1418,50066.0,0,1273,141,68,Census Tract 2719; Baltimore city; Maryland,47.5177304964539,27.43718592964824,33.42736248236953,17.77150916784203,19.040902679830747,11.07619795758052
Census Tract 2720.03; Baltimore city; Maryland,91.8,47.2,7.3,69.1,97.3,6323,926,6323,24,510,272003,71584,454,6310,1140,989,372700,1460,41,2170,37,2589,6340,30.3,1678,464,2155,5518,1408,262,3841,1904,191,202,203,619,44,60,7.19,1.89,1.43,1.54,14.64,21.53,4.13,53.55,Census Tract 2720.03; Baltimore city; Maryland,71584.0,33153.0,454,6310,2922,212,2710,880,520,279,34,3633,372700,1460,1140,989,118,98,80,117,989,119,0,96,55,1140,0.4377,374,2129,374,2129,37327.0,12,2171,43,49,Census Tract 2720.03; Baltimore city; Maryland,41.75935288169869,23.684210526315788,32.08078910286519,17.56693283231564,17.56693283231564,1.98065407646246
